Date,VTI US Equity,TLT US Equity,IEI US Equity,DBC US Equity,GLD US Equity
2/15/2012,69.44,117.55,122.23,28.61,168.108
2/14/2012,69.74,117.76,122.12,28.51,167.12
2/13/2012,69.84,117.14,122.07,28.52,167.51
2/10/2012,69.31,116.99,122.19,28.45,167.14
2/9/2012,69.86,115.49,121.91,28.72,168.02
2/8/2012,69.75,116.36,122.09,28.57,168.5
2/7/2012,69.6,116.27,122.11,28.44,169.7
2/6/2012,69.44,117.73,122.41,28.46,167.18
2/3/2012,69.48,116.57,122.27,28.32,167.64
2/2/2012,68.46,119.13,122.62,27.99,171.05
2/1/2012,68.34,119.18,122.57,27.92,169.56
1/31/2012,67.56,120.85,122.81,27.83,169.31
1/30/2012,67.59,119.47,122.67,27.9,168.03
1/27/2012,67.86,118.08,122.55,28.19,168.97
1/26/2012,67.81,117.71,122.47,28.09,167.27
1/25/2012,68.16,116.17,122.2,28.01,166.42
1/24/2012,67.54,116.45,121.73,27.78,162.01
1/23/2012,67.5487,116.24,121.64,27.73,163.16
1/20/2012,67.53,116.98,121.76,27.41,162.07
1/19/2012,67.51,118.32,121.86,27.61,161.22
1/18/2012,67.1,119.97,122.22,27.49,161.6
1/17/2012,66.3,121.44,122.3,27.48,160.5
1/13/2012,66.15,120.88,122.28,27.29,159.26
1/12/2012,66.46,119.69,122.03,27.35,160.38
1/11/2012,66.3,119.86,122.09,27.74,159.67
1/10/2012,66.18,118.32,121.84,27.82,158.64
1/9/2012,65.53,118.52,121.89,27.62,156.5
1/6/2012,65.38,118.73,121.9,27.59,157.2
1/5/2012,65.53,117.8,121.67,27.47,157.78
1/4/2012,65.24,118.01,121.64,27.85,156.71
1/3/2012,65.21,119.43,121.68,27.64,155.92
12/30/2011,64.3,121.25,122.04,26.84,151.99
12/29/2011,64.59,120.86,121.76,26.88,150.34
12/28/2011,63.96,120.64,121.66,26.8,151.03
12/27/2011,64.75,118.45,121.34,27.12,154.91
12/23/2011,64.74,118.27,121.45,27,156.31
12/22/2011,64.25,119.6,121.74,26.87,156.04
12/21/2011,63.59,119.1,121.69,26.84,157.16
12/20/2011,63.83,120.78,121.93,26.65,156.98
12/19/2011,61.89,123.87,122.22,26.05,154.87
12/16/2011,62.62,122.32,122.23,26.17,155.23
12/15/2011,62.41,120.91,121.91,25.96,152.33
12/14/2011,62.18,121.36,122,26.09,152.89
12/13/2011,62.9,119.11,121.93,27.05,158.45
12/12/2011,63.58,118.01,121.82,26.94,161.99
12/9/2011,64.57,116.71,121.71,27.29,166.4
12/8/2011,63.44,119.16,121.91,27.19,165.976
12/7/2011,64.91,117.69,121.67,27.54,169.4
12/6/2011,64.74,117.27,121.45,27.78,168.18
12/5/2011,64.71,118.4,121.47,27.63,167.32
12/2/2011,64.01,118.64,121.55,27.78,169.82
12/1/2011,64.04,117,121.31,27.535,169.63
11/30/2011,64.04,117.88,121.43,27.64,170.13
11/29/2011,61.44,119.75,121.61,27.32,166.88
11/28/2011,61.25,120.74,121.68,26.97,166.63
11/25/2011,59.46,120.8,121.66,26.64,163.4
11/23/2011,59.648,122.58,121.88,26.86,164.83
11/22/2011,61.01,121.39,121.75,27.27,165.31
11/21/2011,61.3,120.05,121.58,27.09,163.5
11/18/2011,62.46,119.34,121.5,27.29,167.62
11/17/2011,62.55,119.37,121.78,27.33,167.1
11/16/2011,63.59,118.42,121.67,27.98,171.51
11/15/2011,64.67,117.35,121.55,28.05,173.36
11/14/2011,64.28,117.51,121.64,27.85,173.2
11/11/2011,64.92,115.65,121.34,28.15,173.96
11/10/2011,63.66,116.36,121.56,27.88,171.14
11/9/2011,63.1,118.12,121.68,27.91,172.07
11/8/2011,65.6,115.72,121.41,28.54,173.53
11/7/2011,64.82,117.22,121.55,28.4,174.98
11/4/2011,64.49,116.48,121.56,27.99,170.85
11/3/2011,64.84,116.34,121.47,27.897,171.72
11/2/2011,63.6,117.96,121.63,27.56,169.06
11/1/2011,62.57,119.45,121.6064,27.39,167.38
10/31/2011,64.28,115.88,121.31,27.72,167.34
10/28/2011,65.95,111.46,120.52,28.15,169.62
10/27/2011,65.89,110.3,120.14,28.27,169.55
10/26/2011,63.69,114.17,120.7,27.54,167.4
10/25/2011,63.006,116.2,121.12,27.7,165.59
10/24/2011,64.32,113.32,120.6,27.61,161.02
10/21/2011,63.26,113.13,120.68,27.18,159.52
10/20/2011,62.09,114.34,120.74,27.04,157.77
10/19/2011,61.81,115.16,120.83,27.08,159.87
10/18/2011,62.64,115.2,120.78,27.62,161.84
10/17/2011,61.4,115.92,120.65,27.47,162.62
10/14/2011,62.67,113.95,120.42,27.87,163.4
10/13/2011,61.55,115.63,120.51,27.25,162.3
10/12/2011,61.63,114.49,120.27,27.19,163.26
10/11/2011,61.05,116.18,120.35,27.14,162.1
10/10/2011,61,116.57,120.34,26.94,163.266
10/7/2011,58.97,118.24,120.68,26.35,159.18
10/6/2011,59.51,119.12,121.02,26.47,160.49
10/5/2011,58.38,121.36,121.32,25.93,159.46
10/4/2011,57.21,122.24,121.57,25.57,157.644
10/3/2011,55.81,123.81,121.79,25.62,160.96
9/30/2011,57.72,120.8,121.48,25.75,158.06
9/29/2011,59.18,117.84,121.25,26.67,157.7
9/28/2011,58.75,117.03,121.34,26.36,156.22
9/27/2011,60.12,117.07,121.37,27.09,160.63
9/26/2011,59.37,118.89,121.62,26.64,157.58
9/23/2011,58,120.83,121.84,26.55,159.8
9/22/2011,57.97,123.12,122.22,27.03,169.05
9/21/2011,59.81,118.66,121.87,28.02,173.59
9/20/2011,61.82,114.86,121.89,28.44,175.78
9/19/2011,62.04,114.38,121.87,28.49,173.31
9/16/2011,62.7,112.24,121.4,28.98,176.03
9/15/2011,62.4,111.43,121.37,29.11,174.4
9/14/2011,61.33,113.16,121.6,28.99,177.21
9/13/2011,60.47,112.21,121.66,29.13,178.54
9/12/2011,59.87,113.83,121.73,29.22,176.67
9/9/2011,59.45,113.71,122.05,29.29,180.7
9/8/2011,61.04,112.51,121.74,29.76,181.81
9/7/2011,61.78,111.51,121.54,29.96,177.08
9/6/2011,59.99,113.68,121.61,29.69,182.9
9/2/2011,60.37,112.51,121.7,29.79,183.238
9/1/2011,62.07,108.97,121.53,29.95,177.87
8/31/2011,62.78,107.03,121.28,30.16,177.72
8/30/2011,62.53,108.71,121.4,30.11,179.1
8/29/2011,62.36,106.99,121.18,29.705,173.89
8/26/2011,60.47,108.49,121.44,29.605,177.47
8/25/2011,59.48,107.43,121.19,29.28,172.36
8/24/2011,60.49,106.28,120.8,29.15,171.646
8/23/2011,59.64,109.39,121.31,29.45,177.67
8/22/2011,57.66,110.92,121.5,29.15,184.59
8/19/2011,57.65,111.2,121.53,29.1,179.95
8/18/2011,58.7,110.31,121.62,28.59,177.72
8/17/2011,61.44,108.09,121.52,29.31,174.42
8/16/2011,61.43,106.23,121.3,29.06,173.92
8/15/2011,62.02,104.5,121.02,29.06,171.8
8/12/2011,60.7,105.57,121.23,28.71,169.97
8/11/2011,60.3,103.52,120.911,28.75,170.75
8/10/2011,57.66,109.02,121.56,28.14,174.58
8/9/2011,60.22,105.87,120.98,28.02,168.61
8/8/2011,57.35,105.55,120.47,27.75,167.119
8/5/2011,61.62,102.32,119.76,28.82,161.75
8/4/2011,61.88,105.36,120.48,28.7,160.64
8/3/2011,65.15,101.74,119.74,29.83,161.49
8/2/2011,64.79,101.54,119.81,30.28,161.52
8/1/2011,66.55,98.58,119.27,30.28,157.72
7/29/2011,66.85,97.92,119.29,30.28,158.29
7/28/2011,67.22,96.02,118.42,30.53,157.32
7/27/2011,67.45,95.66,118.29,30.63,157.19
7/26/2011,68.97,95.65,118.45,30.84,157.77
7/25/2011,69.26,95,118.18,30.6,157.34
7/22/2011,69.71,96.05,118.31,30.75,156.12
7/21/2011,69.59,95.33,118.17,30.5,154.83
7/20/2011,68.75,96.07,118.46,30.65,156.02
7/19/2011,68.79,97.22,118.74,30.55,154.66
7/18/2011,67.65,95.24,118.59,30.34,156.57
7/15/2011,68.28,96.17,118.6,30.51,155.2
7/14/2011,67.85,96.01,118.3126,30.24,154.54
7/13/2011,68.43,97.4,118.63,30.41,154.14
7/12/2011,68.17,97.13,118.53,30,152.77
7/11/2011,68.47,96.8,118.3625,29.74,151.59
7/8/2011,69.76,95.37,117.85,29.97,150.25
7/7/2011,70.26,94.04,117.05,30,149.15
7/6/2011,69.51,94.32,117.44,29.38,148.91
7/5/2011,69.37,93.84,117.32,29.39,147.63
7/1/2011,69.38,93.63,116.75,29,144.93
6/30/2011,68.4,94.1,117.1,28.96,146.001
6/29/2011,67.79,94.25,117.42,29.27,147.18
6/28/2011,67.2,94.88,117.79,28.75,146.24
6/27/2011,66.28,95.65,118.53,28.25,145.73
6/24/2011,65.72,96.98,118.79,28.26,146.26
6/23/2011,66.76,97.39,118.42,28.6,148.339
6/22/2011,66.87,96.65,118.07,29.22,150.99
6/21/2011,67.24,96.59,118.03,29.09,150.76
6/20/2011,66.23,97.02,118.11,29.07,150.03
6/17/2011,65.92,96.9,118.17,29.23,149.94
6/16/2011,65.71,97.36,118.145,29.36,148.97
6/15/2011,65.6,96.92,118.02,29.48,149.12
6/14/2011,66.79,95.19,117.29,30.29,148.67
6/13/2011,65.88,96.65,117.84,30.08,147.77
6/10/2011,65.89,97.14,117.92,30.28,149.24
6/9/2011,66.84,96.4,117.8,30.6,150.56
6/8/2011,66.37,96.79,118.15,30.43,149.81
6/7/2011,66.72,96.04,117.92,30.18,150.42
6/6/2011,66.75,95.6,117.73,29.9,150.48
6/3/2011,67.53,96.33,117.65,30.245,150.22
6/2/2011,68.23,95.78,117.41,30.13,149.5
6/1/2011,68.36,97.64,117.78,29.87,149.91
5/31/2011,69.95,96.69,117.47,30.25,149.64
5/27/2011,69.2,96.47,117.33,30.08,149.7
5/26/2011,68.88,96.51,117.26,29.91,148.22
5/25/2011,68.47,95.69,116.85,29.8,148.58
5/24/2011,68.19,96.14,116.82,29.27,148.59
5/23/2011,68.26,95.78,116.75,28.88,147.83
5/20/2011,69.14,95.32,116.68,29.35,147.49
5/19/2011,69.66,95.27,116.51,29.08,145.65
5/18/2011,69.49,95.31,116.4,29.31,145.6
5/17/2011,68.83,96.59,116.74,28.73,144.74
5/16/2011,68.89,95.61,116.6,28.66,145.37
5/13/2011,69.37,95.08,116.4,29.04,145.63
5/12/2011,70.01,94.23,116.22,28.99,146.59
5/11/2011,69.68,94.83,116.31,28.96,146.54
5/10/2011,70.4,94.29,116.04,29.92,147.9
5/9/2011,69.78,94.97,116.33,29.65,147.38
5/6/2011,69.41,95.07,116.21,28.6,145.3
5/5/2011,69.11,95.49,116.12,28.69,143.47
5/4/2011,69.67,94.59,115.81,30.75,147.73
5/3/2011,70.19,94.17,115.76,31.25,149.88
5/2/2011,70.58,93.64,115.66,31.58,150.414
4/29/2011,70.7,93.89,115.79,31.9,152.37
4/28/2011,70.52,93.6,115.63,31.57,149.82
4/27/2011,70.3099,92.89,115.35,31.8,149.2
4/26/2011,69.85,93.85,115.37,31.61,146.38
4/25/2011,69.24,92.95,115.08,31.62,146.87
4/21/2011,69.31,92.6,114.86,31.71,146.74
4/20/2011,68.97,92.68,114.8352,31.48,146.5
4/19/2011,67.98,93.28,115.12,30.99,145.93
4/18/2011,67.59,92.88,115.07,30.979,145.93
4/15/2011,68.41,92.67,114.74,31.17,145.05
4/14/2011,68.08,91.43,114.25,31.01,143.81
4/13/2011,68.04,91.5,114.45,30.93,141.9
4/12/2011,68,90.93,114.32,30.69,141.61
4/11/2011,68.58,89.96,113.77,31.33,142.64
4/8/2011,68.83,89.88,113.73,31.92,143.66
4/7/2011,69.12,90.36,113.89,31.18,142.51
4/6/2011,69.32,90.54,113.68,31.12,142.38
4/5/2011,69.14,91.92,113.92,31.03,142.05
4/4/2011,69.1,92.29,114.35,31,139.84
4/1/2011,69.04,92.19,114.08,30.72,139.2
3/31/2011,68.71,92.13,114.18,30.51,139.86
3/30/2011,68.71,92.32,114.44,30.04,138.67
3/29/2011,68.2,91.59,114.15,30.08,138.21
3/28/2011,67.7,92.3,114.38,29.91,138.54
3/25/2011,67.86,92.17,114.45,30.32,139.26
3/24/2011,67.9,92.4,114.71,30.24,139.22
3/23/2011,67.26,93.1,115.02,30.14,140.34
3/22/2011,67.1,93.22,115.12,30.08,139.05
3/21/2011,67.32,92.91,115.14,29.86,139.14
3/18/2011,66.28,93.46,115.62,29.72,138.37
3/17/2011,65.97,93.21,115.78,29.55,136.97
3/16/2011,65.22,93.93,115.99,28.66,136.24
3/15/2011,66.37,92.88,115.34,28.49,136.27
3/14/2011,67.08,91.51,115.27,29.57,138.86
3/11/2011,67.49,91.55,114.99,29.49,138.22
3/10/2011,67.04,92.075,115.04,29.66,137.77
3/9/2011,68.35,90.55,114.42,30.15,139.41
3/8/2011,68.45,89.68,114.13,30.03,139.36
3/7/2011,67.84,90.23,114.18,30.29,139.721
3/4/2011,68.46,90.81,114.3338,30.43,139.35
3/3/2011,68.92,90.06,113.69,30.28,138.09
3/2/2011,67.69,90.95,114.33,30.29,139.917
3/1/2011,67.55,92.37,114.63,30.1675,140.03
2/28/2011,68.71,92.4,114.66,29.72,137.661
2/25/2011,68.3375,92.28,114.52,29.67,137.384
2/24/2011,67.49,91.74,114.37,29.03,136.48
2/23/2011,67.48,91.16,114.32,29.29,137.51
2/22/2011,68.05,90.83,114.48,28.65,136.29
2/18/2011,69.54,89.49,113.78,28.69,135.41
2/17/2011,69.41,89.77,113.695,28.72,135.04
2/16/2011,69.16,89.63,113.375,28.63,134.1
2/15/2011,68.71,89.92,113.42,28.42,133.97
2/14/2011,68.93,89.521,113.28,28.79,132.95
2/11/2011,68.75,89.46,113.26,28.65,132.3225
2/10/2011,68.3,88.19,113.075,28.75,132.85
2/9/2011,68.225,89.22,113.32,28.92,133.07
2/8/2011,68.4,88.45,112.98,28.78,133.14
2/7/2011,68.06,89.27,113.52,28.59,131.68
2/4/2011,67.61,88.81,113.61,28.67,131.66
2/3/2011,67.42,89.72,114.0872,28.83,132.2
2/2/2011,67.27,90.47,114.51,29.02,130.45
2/1/2011,67.35,90.45,114.79,28.74,130.8
1/31/2011,66.26,91.22,115.34,28.53,129.87
1/28/2011,65.83,91.92,115.525,28.09,130.28
1/27/2011,67.03,91.44,115.22,27.74,127.925
1/26/2011,66.83,91.03,114.98,27.98,131.16
1/25/2011,66.45,92.43,115.26,27.3675,130.1
1/24/2011,66.41,91.56,114.91,27.72,130.36
1/21/2011,66.04,91.52,114.9,27.96,131.03
1/20/2011,65.93,90.8,114.73,27.68,131.2
1/19/2011,66.13,92.07,115.24,27.96,133.72
1/18/2011,66.93,91.41,115.1,27.99,133.43
1/14/2011,66.76,91.835,115.28,28.0225,132.69
1/13/2011,66.33,92.43,115.37,27.89,134.05
1/12/2011,66.43,91.61,114.92,27.9275,135.46
1/11/2011,65.84,92.33,115.04,27.745,134.91
1/10/2011,65.58,92.85,115.26,27.44,134.12
1/7/2011,65.53,92.35,114.97,27.12,133.58
1/6/2011,65.68,91.86,114.39,27.22,133.83
1/5/2011,65.83,91.46,114.14,27.59,134.37
1/4/2011,65.47,93.52,114.78,27.3,134.75
1/3/2011,65.6,93.41,114.71,27.67,138
12/31/2010,64.93,94.12,114.65,27.55,138.72
12/30/2010,64.96,93.09,114.46,27.04,137.03
12/29/2010,65.04,93.16,114.64,27.37,137.71
12/28/2010,64.94,91.61,113.82,27.36,137.22
12/27/2010,64.88,93.76,114.59,27.07,135.02
12/23/2010,64.84,92.93,114.46,27.12,134.66
12/22/2010,64.93,93.12,114.775,27.0175,135.05
12/21/2010,65.03,93.79,114.96,26.88,135.32
12/20/2010,64.64,93.14,114.93,26.71,135.11
12/17/2010,64.475,93.24,114.87,26.47,134.2
12/16/2010,64.351,91.57,114.36,26.27,133.81
12/15/2010,63.97,90.94,114.099,26.36,134.7
12/14/2010,64.25,92.135,114.31,26.43,136.18
12/13/2010,64.23,93.5,114.97,26.5,136.05
12/10/2010,64.21,93.15,114.57,26.24,135.408
12/9/2010,63.8,93.72,114.98,26.28,135.37
12/8/2010,63.57,93.26,115.2,26.35,134.79
12/7/2010,63.39,94.17,115.93,26.15,136.5
12/6/2010,63.32,96.23,116.87,26.33,139.11
12/3/2010,63.34,94.89,116.43,26.36,138.07
12/2/2010,63.14,95.64,116.2,26.03,135.2
12/1/2010,62.34,95.894,116.47,25.81,135.38
11/30/2010,61.03,98.41,117.42,25.07,135.42
11/29/2010,61.41,97.9,117.2139,25.31,133.508
11/26/2010,61.5,97.07,117.15,25.26,133.11
11/24/2010,61.92,95.74,116.93,25.14,134.18
11/23/2010,60.94,97.48,117.67,24.675,134.41
11/22/2010,61.82,97,117.51,24.74,133.48
11/19/2010,61.81,96.59,117,24.66,132.2
11/18/2010,61.565,96,117.05,25.02,132.088
11/17/2010,60.71,95.61,117.27,24.36,130.38
11/16/2010,60.61,96.138,117.32,24.55,130.968
11/15/2010,61.59,93.81,117.03,25.3,132.42
11/12/2010,61.68,95.81,117.86,25.26,133.69
11/11/2010,62.47,96.33,118.42,26.36,137.66
11/10/2010,62.64,96.38,118.6,26.58,137.24
11/9/2010,62.37,96.25,118.37,26.3,135.59
11/8/2010,62.86,98.42,119.02,26.48,137.78
11/5/2010,62.94,97.98,119.08,26.41,136.38
11/4/2010,62.66,99.69,119.41,26.3,136.03
11/3/2010,61.46,98.92,119.03,25.69,131.57
11/2/2010,61.21,100.98,118.7,25.57,132.49
11/1/2010,60.73,99.67,118.61,25.34,131.92
10/29/2010,60.72,100.42,118.74,25.18,132.62
10/28/2010,60.64,99.49,118.42,25.24,131.24
10/27/2010,60.64,99.22,117.83,25.11,129.52
10/26/2010,60.76,100.1,118.18,25.19,130.88
10/25/2010,60.77,101.67,118.61,25.06,130.85
10/22/2010,60.57,101.38,118.68,24.925,129.73
10/21/2010,60.39,100.7,118.75,24.72,129.47
10/20/2010,60.29,101.91,119.01,25.03,131.32
10/19/2010,59.69,101.69,118.96,24.45,130.11
10/18/2010,60.57,101.08,118.87,25.19,134.28
10/15/2010,60.24,100.27,118.46,24.94,133.68
10/14/2010,60.19,101.508,118.55,25.22,134.75
10/13/2010,60.35,103.05,118.91,25.26,134.07
10/12/2010,59.88,103.21,118.8,25.14,131.96
10/11/2010,59.67,104.24,119.01,25.02,132.292
10/8/2010,59.58,104.22,118.96,25.14,131.66
10/7/2010,59.181,104.68,118.86,24.33,130.37
10/6/2010,59.26,105.56,118.74,24.58,131.81
10/5/2010,59.32,104.25,118.47,24.57,130.99
10/4/2010,58.11,104.88,118.34,24.08,128.46
10/1/2010,58.63,104.61,118.13,24.16,128.91
9/30/2010,58.37,105.51,118.24,24.11,127.91
9/29/2010,58.5,105.58,118.28,23.97,127.95
9/28/2010,58.598,106.02,118.36,23.66,127.85
9/27/2010,58.27,105.3,118.13,23.66,126.72
9/24/2010,58.52,103.5,117.7,23.82,126.69
9/23/2010,57.6,104.912,117.94,23.46,126.3
9/22/2010,58.1,104.61,117.85,23.44,126.2
9/21/2010,58.41,103.68,117.88,23.3,126.01
9/20/2010,58.55,102.26,117.31,23.55,124.87
9/17/2010,57.6,101.67,117.09,23.36,124.5425
9/16/2010,57.57,101.26,116.95,23.28,124.63
9/15/2010,57.59,102.27,117.06,23.4,123.94
9/14/2010,57.4,103.81,117.17,23.44,124.024
9/13/2010,57.41,102.825,116.78,23.37,121.62
9/10/2010,56.69,102.32,116.35,23.2,121.73
9/9/2010,56.45,102.79,116.5,22.96,121.56
9/8/2010,56.17,104.86,117.07,23.09,122.71
9/7/2010,55.88,105.7,117.3,23.04,122.7
9/3/2010,56.49,103.58,116.83,22.92,121.86
9/2/2010,55.75,104.88,117.15,22.8,122.29
9/1/2010,55.17,106,117.31,22.64,121.69
8/31/2010,53.6,108.56,117.86,22.2,122.08
8/30/2010,53.585,107.366,117.65,22.5,120.91
8/27/2010,54.38,105.35,117.04,22.54,121.01
8/26/2010,53.46,108.42,117.72,22.16,120.96
8/25/2010,53.79,107.41,117.53,21.91,121.36
8/24/2010,53.62,107.76,117.8401,21.8,120.36
8/23/2010,54.4,106.06,117.39,22.05,119.78
8/20/2010,54.69,106.04,117.19,22.2,119.97
8/19/2010,54.88,106.16,117.46,22.34,120.39
8/18/2010,55.86,104.53,117.25,22.57,120.22
8/17/2010,55.73,104.25,117.35,22.66,119.75
8/16/2010,54.95,104.85,117.56,22.34,119.73
8/13/2010,55,102.29,117.19,22.41,118.74
8/12/2010,55.21,101.03,117.01,22.43,118.77
8/11/2010,55.52,101.28,117.27,22.6,117.34
8/10/2010,57.21,99.94,117.04,23.12,117.73
8/9/2010,57.57,99.73,116.62,23.37,117.4
8/6/2010,57.27,100.1,116.73,23.29,117.84
8/5/2010,57.48,99.02,116.37,23.5,116.98
8/4/2010,57.6,98.56,116.06,23.61,116.72
8/3/2010,57.15,99.32,116.44,23.41,115.99
8/2/2010,57.46,98.75,115.94,23.33,115.54
7/30/2010,56.25,100.48,116.38,22.89,115.49
7/29/2010,56.19,98.94,115.98,22.59,114.288
7/28/2010,56.48,98.97,115.68,22.27,113.78
7/27/2010,56.88,98.65,115.25,22.18,113.51
7/26/2010,56.95,99.61,115.53,22.42,115.52
7/23/2010,56.26,99.78,115.56,22.44,116.09
7/22/2010,55.69,100.85,115.85,22.51,116.863
7/21/2010,54.48,102.03,116.06,22.07,115.85
7/20/2010,55.17,100.33,115.74,22.13,116.65
7/19/2010,54.54,100.18,115.64,21.95,115.73
7/16/2010,54.23,100.8,115.75,21.97,116.67
7/15/2010,55.85,100.31,115.365,22.25,118.23
7/14/2010,55.8,99.32,115.05,22.04,118.3
7/13/2010,55.81,98.33,114.6,22.08,118.36
7/12/2010,54.91,99.18,114.91,21.73,117.34
7/9/2010,54.89,99.22,114.85,21.98,118.36
7/8/2010,54.47,99.79,114.98,21.94,117.21
7/7/2010,53.94,100.43,115.12,21.74,117.73
7/6/2010,52.24,101.62,115.26,21.26,116.51
7/2/2010,52.08,100.79,114.99,21.2,118.49
7/1/2010,52.33,101.6,115.06,21.24,117.04
6/30/2010,52.56,101.75,115.33,21.57,121.68
6/29/2010,53.14,101.07,115.36,21.49,121.27
6/28/2010,54.865,99.98,115.1,22.1,121.09
6/25/2010,55.05,99.05,114.65,22.34,122.76
6/24/2010,54.77,98.65,114.53,21.94,121.3
6/23/2010,55.92,99.24,114.49,21.89,120.95
6/22/2010,56.14,98.57,114.26,22.26,121.45
6/21/2010,57.12,97.41,113.81,22.31,120.39
6/18/2010,57.34,97.69,113.91,22.4,122.83
6/17/2010,57.3,97.85,114.01,22.44,121.9
6/16/2010,57.2,97.06,113.72,22.43,120.33
6/15/2010,57.26,96.51,113.51,22.38,120.99
6/14/2010,56,96.91,113.73,22.01,119.6
6/11/2010,55.99,97.41,113.82,21.95,120.01
6/10/2010,55.65,96.19,113.4,21.92,118.975
6/9/2010,53.99,97.94,114.04,21.56,120.56
6/8/2010,54.24,98.05,114.001,21.46,121.0025
6/7/2010,53.78,98.54,114.22,21.29,121.49
6/4/2010,54.669,97.79,113.98,21.25,119.19
6/3/2010,56.66,95.23,113.07,21.93,117.96
6/2/2010,56.36,95.93,113.16,21.81,119.78
6/1/2010,54.93,96.85,113.53,21.55,119.91
5/28/2010,56.09,96.5,113.45,21.96,118.881
5/27/2010,56.695,96.06,113.18,22.15,118.69
5/26/2010,54.78,98.29,113.8,21.52,118.47
5/25/2010,55.01,98.57,114.01,21.29,117.36
5/24/2010,55.01,98.09,113.89,21.46,116.84
5/21/2010,55.71,98.43,113.9111,21.48,115.22
5/20/2010,54.91,98.33,113.94,21.26,115.84
5/19/2010,57.13,96.3,113.37,21.71,116.63
5/18/2010,57.545,95.98,113.425,21.91,119.49
5/17/2010,58.37,94.53,112.97,21.94,119.36
5/14/2010,58.33,94.88,113.13,22.58,120.37
5/13/2010,59.4,93.26,112.6,23.17,120.56
5/12/2010,60.12,92.65,112.41,23.37,121.4
5/11/2010,59.17,93.36,112.59,23.18,120.656
5/10/2010,59.22,93.6,112.47,23.22,117.57
5/7/2010,56.62,95.58,113.02,22.78,118.27
5/6/2010,57.708,96.79,113,22.8999,118.486
5/5/2010,59.72,93.89,112.3689,23.36,115.09
5/4/2010,60.21,93.34,112,23.9,114.87
5/3/2010,61.71,91.69,111.54,24.56,115.73
4/30/2010,60.89,92.13,111.98,24.44,115.36
4/29/2010,61.95,91.08,111.64,24.25,114.28
4/28/2010,61.15,90.7,111.48,24.06,114.31
4/27/2010,60.75,91.48,111.86,23.98,114.63
4/26/2010,62.25,90.21,111.11,24.35,112.75
4/23/2010,62.47,90.11,111.02,24.47,113.19
4/22/2010,62.05,90.43,111.1944,24.31,111.84
4/21/2010,61.75,90.7,111.41,24.25,112.31
4/20/2010,61.8,89.96,111.25,24.13,111.46
4/19/2010,61.22,89.64,111.3,23.94,111.15
4/16/2010,61.06,89.86,111.53,24.25,111.24
4/15/2010,62.03,89.21,111.09,24.7,113.65
4/14/2010,61.95,89.11,110.89,24.61,113.03
4/13/2010,61.2,89.74,111.01,24.33,112.69
4/12/2010,61.14,89.45,110.884,24.24,113.01
4/9/2010,61,88.98,110.67,24.26,113.64
4/8/2010,60.59,88.77,110.6424,24.21,112.65
4/7/2010,60.446,88.73,110.71,24.25,112.49
4/6/2010,60.77,87.61,110.31,24.34,111.03
4/5/2010,60.6,87.47,110.09,24.36,110.89
4/1/2010,60.02,88.95,110.82,23.98,110.26
3/31/2010,59.59,89.5,111.18,23.52,108.95
3/30/2010,59.77,88.89,110.98,23.54,107.97
3/29/2010,59.74,88.61,110.94,23.49,108.75
3/26/2010,59.39,88.95,110.94,22.97,108.59
3/25/2010,59.4,88.7,110.77,22.93,106.78
3/24/2010,59.74,89.27,110.92,23.06,106.3
3/23/2010,60.09,90.93,111.65,23.32,108.32
3/22/2010,59.67,91.36,111.75,23.42,107.75
3/19/2010,59.25,91.26,111.48,23.42,108.28
3/18/2010,59.64,91.17,111.67,23.71,110.34
3/17/2010,59.71,91.47,111.92,23.76,109.59
3/16/2010,59.33,91.08,111.93,23.55,110.4
3/15/2010,58.85,90.36,111.65,23.24,108.36
3/12/2010,58.87,90.48,111.59,23.52,107.95
3/11/2010,58.87,89.92,111.58,23.66,108.6
3/10/2010,58.65,89.59,111.71,23.72,108.47
3/9/2010,58.34,89.82,111.88,23.65,109.718
3/8/2010,58.22,89.8,111.74,23.91,109.88
3/5/2010,58.21,90.27,111.87,23.94,110.81
3/4/2010,57.3,91.47,112.25,23.66,110.83
3/3/2010,57.15,90.99,112.22,23.87,111.63
3/2/2010,57.08,91.22,112.22,23.64,111.02
3/1/2010,56.9,91.34,112.12,23.39,109.43
2/26/2010,56.23,91.67,112.26,23.63,109.43
2/25/2010,56.23,91.2,112.16,23.22,108.31
2/24/2010,56.25,90.69,111.8,23.62,107.36
2/23/2010,55.75,90.47,111.83,23.43,107.89
2/22/2010,56.43,89.08,111.3,23.82,109.07
2/19/2010,56.52,89.45,111.2719,23.95,109.47
2/18/2010,56.32,88.97,111.4,23.81,109.98
2/17/2010,56,89.33,111.63,23.6,109.25
2/16/2010,55.69,90.36,112.01,23.72,109.62
2/12/2010,54.77,90.19,111.91,23.02,107.04
2/11/2010,54.77,89.82,111.7,23.15,107.13
2/10/2010,54.19,90.31,111.67,22.88,105.12
2/9/2010,54.27,91.18,111.98,22.79,105.41
2/8/2010,53.56,92.1,112.22,22.39,104.04
2/5/2010,53.98,91.98,112.34,22.38,104.68
2/4/2010,53.89,91.78,112.08,22.67,104.37
2/3/2010,55.62,90.35,111.44,23.45,108.7
2/2/2010,55.9,91.41,111.6811,23.74,109.13
2/1/2010,55.19,91.15,111.63,23.24,108.35
1/29/2010,54.36,92.31,112.04,22.69,105.96
